url,slug,title,description,expire_at,is_homebased,areas_clean,levels_clean,locations_names,locations_latitudes,locations_longitudes,company_name,company_slug,url_apply,url_details,is_internship,is_national_or_local,job_quintet,is_un2.0_relevant,is_un_org
https://untalent.org/jobs/programme-intern-lviv,programme-intern-lviv,Programme Intern | Lviv,"**DEADLINE FOR APPLICATIONS**

19 March 2025-23:59-GMT+01:00 Central European Time (Warsaw)*WFP celebrates and embraces diversity. It is committed to the principle of equal employment opportunity for…",,,[],[],['Lviv'],[49.841952],[24.0315921],World Food Programme,,https://untalent.org/jobs/programme-intern-lviv/apply,https://untalent.org/jobs/programme-intern-lviv/details,True,False,[],False,True
https://untalent.org/jobs/senior-social-development-specialist,senior-social-development-specialist,Senior Social Development Specialist,"**Senior Social Development Specialist**

 Job #: req32112 Organization: World Bank Sector: Social Development Grade: GG Term Duration: 2 years 0 months Recruitment Type: International Recruitment Lo…",2025-03-20 00:00:00+00:00,,[],[],[],[],[],World Bank,world-bank,https://untalent.org/jobs/senior-social-development-specialist/apply,https://untalent.org/jobs/senior-social-development-specialist/details,False,False,[],False,False
https://untalent.org/jobs/senior-partnership-specialist-gff-resource-mobilization,senior-partnership-specialist-gff-resource-mobilization,Senior Partnership Specialist/GFF Resource Mobilization,"**Senior Partnership Specialist/GFF Resource Mobilization**

 Job #: req32133 Organization: World Bank Sector: Health/Nutrition/Population Grade: GG Term Duration: 3 years 0 months Recruitment Type: …",2025-03-20 00:00:00+00:00,,[],[],[],[],[],World Bank,world-bank,https://untalent.org/jobs/senior-partnership-specialist-gff-resource-mobilization/apply,https://untalent.org/jobs/senior-partnership-specialist-gff-resource-mobilization/details,False,False,['Strategic Foresight'],True,False
https://untalent.org/jobs/associate-investment-officer-174,associate-investment-officer-174,(Associate) Investment Officer,"**(Associate) Investment Officer**

 Job #: req32140 Organization: IFC Sector: Investment Grade: GF Term Duration: 3 years 0 months Recruitment Type: Local Recruitment Location: Dubai,United Arab Emi…",2025-03-20 00:00:00+00:00,,['Finance & Economy'],[],[],[],[],World Bank,world-bank,https://untalent.org/jobs/associate-investment-officer-174/apply,https://untalent.org/jobs/associate-investment-officer-174/details,False,False,[],False,False
https://untalent.org/jobs/e-t-wide-format-installer,e-t-wide-format-installer,E T - Wide Format Installer,"**E T Temporary - Wide Format Installer**

 Job #: req32148 Organization: World Bank Sector: Printing/Graphics Grade: ET4 Term Duration: 1 year 0 months Recruitment Type: Local Recruitment Location: …",2025-03-20 00:00:00+00:00,,[],[],[],[],[],World Bank,world-bank,https://untalent.org/jobs/e-t-wide-format-installer/apply,https://untalent.org/jobs/e-t-wide-format-installer/details,False,False,[],False,False
https://untalent.org/jobs/practice-manager,practice-manager,Practice Manager,"**Practice Manager**

 Job #: req32149 Organization: World Bank Sector: Macroeconomics Grade: GH Term Duration: 4 years 0 months Recruitment Type: International Recruitment Location: Washington, DC,U…",2025-03-20 00:00:00+00:00,,[],[],[],[],[],World Bank,world-bank,https://untalent.org/jobs/practice-manager/apply,https://untalent.org/jobs/practice-manager/details,False,False,[],False,False
https://untalent.org/jobs/fao-representative-in-cape-verde-and-fao-representative-in-uganda,fao-representative-in-cape-verde-and-fao-representative-in-uganda,FAO Representative in Cape Verde and FAO Representative in Uganda,"**Organizational Setting**

FAO’s goal is to achieve food security for all and make sure that people have regular access to enough high-quality food to lead active, healthy lives. With 195 Members - …",2025-04-02 21:59:00+00:00,,[],[],[],[],[],Food and Agriculture Organization of the United Nations,,https://untalent.org/jobs/fao-representative-in-cape-verde-and-fao-representative-in-uganda/apply,https://untalent.org/jobs/fao-representative-in-cape-verde-and-fao-representative-in-uganda/details,False,False,[],False,True
https://untalent.org/jobs/subregional-coordinator-for-west-africa-sfw-and-fao-representative-in-senegal-sng,subregional-coordinator-for-west-africa-sfw-and-fao-representative-in-senegal-sng,Subregional Coordinator for West Africa (SFW) and FAO Representative in Senegal (SNG),"**Organizational Setting**

The Subregional Office for West Africa (SFW) and FAO Representation in Senegal (SNG) is responsible for developing, promoting, overseeing and implementing agreed strategie…",2025-04-02 21:59:00+00:00,,[],[],['Dakar'],[14.693425],[-17.447938],Food and Agriculture Organization of the United Nations,,https://untalent.org/jobs/subregional-coordinator-for-west-africa-sfw-and-fao-representative-in-senegal-sng/apply,https://untalent.org/jobs/subregional-coordinator-for-west-africa-sfw-and-fao-representative-in-senegal-sng/details,False,False,[],False,True
https://untalent.org/jobs/fao-representative-in-kazakhstan,fao-representative-in-kazakhstan,FAO Representative in Kazakhstan,"**Organizational Setting**



The Food and Agriculture Organization of the United Nations (FAO) contributes to the achievement of the 2030 Agenda through the FAO Strategic Framework by supporting the…",2025-04-02 21:59:00+00:00,,[],[],['Nur-Sultan'],[51.1282205],[71.4306682],Food and Agriculture Organization of the United Nations,,https://untalent.org/jobs/fao-representative-in-kazakhstan/apply,https://untalent.org/jobs/fao-representative-in-kazakhstan/details,False,False,[],False,True
https://untalent.org/jobs/national-professional-officer-administration-7,national-professional-officer-administration-7,National Professional Officer (Administration),"**Organizational Setting**

The Food and Agriculture Organization of the United Nations (FAO) contributes to the achievement of the 2030 Agenda through the FAO Strategic Framework by supporting the t…",2025-03-26 22:59:00+00:00,,[],[],['Abu Dhabi'],[24.4538352],[54.3774014],Food and Agriculture Organization of the United Nations,,https://untalent.org/jobs/national-professional-officer-administration-7/apply,https://untalent.org/jobs/national-professional-officer-administration-7/details,False,True,[],False,True
https://untalent.org/jobs/irrigation-specialist-6,irrigation-specialist-6,Irrigation Specialist,"**Organizational Setting**

The Food and Agriculture Organization of the United Nations (FAO) contributes to the achievement of the 2030 Agenda through the FAO Strategic Framework by supporting the t…",2025-03-19 22:59:00+00:00,,[],[],['Lusaka'],[-15.4164488],[28.2821535],Food and Agriculture Organization of the United Nations,,https://untalent.org/jobs/irrigation-specialist-6/apply,https://untalent.org/jobs/irrigation-specialist-6/details,False,False,[],False,True
https://untalent.org/jobs/ipc-nutrition-specialist-1,ipc-nutrition-specialist-1,IPC Nutrition Specialist,"**Organizational Setting**

The Agrifood Economics and Policy Division (ESA) conducts economic research and policy analysis to support the transformation to more efficient, inclusive, resilient and s…",2025-03-19 22:59:00+00:00,True,[],[],[],[],[],Food and Agriculture Organization of the United Nations,,https://untalent.org/jobs/ipc-nutrition-specialist-1/apply,https://untalent.org/jobs/ipc-nutrition-specialist-1/details,False,False,[],False,True
https://untalent.org/jobs/national-specialist-on-soil-survey,national-specialist-on-soil-survey,National Specialist on Soil Survey,"**Organizational Setting**

FAO Azerbaijan Partnership and Liaison Office, in close cooperation with the government and its in-line Ministries/Agencies, contributes to the sustainable agri-food syste…",2025-03-19 22:59:00+00:00,,[],[],['Baku'],[40.3754434],[49.8326748],Food and Agriculture Organization of the United Nations,,https://untalent.org/jobs/national-specialist-on-soil-survey/apply,https://untalent.org/jobs/national-specialist-on-soil-survey/details,False,True,[],False,True
https://untalent.org/jobs/agribusiness-specialist-11,agribusiness-specialist-11,Agribusiness Specialist,"**Organizational Setting**

The main aim of the Food and Agriculture Organization’s (FAO’s) Representation in Egypt, which is headed by a FAO Representative, is to assist the Government of Egypt in d…",2025-03-19 22:59:00+00:00,,[],[],['Cairo'],[30.048819],[31.243666],Food and Agriculture Organization of the United Nations,,https://untalent.org/jobs/agribusiness-specialist-11/apply,https://untalent.org/jobs/agribusiness-specialist-11/details,False,False,[],False,True
https://untalent.org/jobs/project-officer-strengthening-womens-entrepreneurship-in-egypt-sweet-project,project-officer-strengthening-womens-entrepreneurship-in-egypt-sweet-project,"Project Officer, Strengthening Women's Entrepreneurship in Egypt - SWEET Project","**The Organisation**

Plan International is an independent development and humanitarian organisation that advances children’s rights and equality for girls. We believe in the power and potential of e…",2025-03-12 22:00:00+00:00,,[],[],['Cairo'],[30.048819],[31.243666],Plan International,plan-international,https://untalent.org/jobs/project-officer-strengthening-womens-entrepreneurship-in-egypt-sweet-project/apply,https://untalent.org/jobs/project-officer-strengthening-womens-entrepreneurship-in-egypt-sweet-project/details,False,False,[],False,False
https://untalent.org/jobs/senior-country-expert-dapp,senior-country-expert-dapp,Senior Country Expert - DAPP,"**The Organisation**

Plan International is an independent development and humanitarian organisation that advances children’s rights and equality for girls. We believe in the power and potential of e…",2025-03-19 22:00:00+00:00,,[],[],['Cairo'],[30.048819],[31.243666],Plan International,plan-international,https://untalent.org/jobs/senior-country-expert-dapp/apply,https://untalent.org/jobs/senior-country-expert-dapp/details,False,False,[],False,False
https://untalent.org/jobs/digital-engagement-manager,digital-engagement-manager,Digital Engagement Manager,"**Background**

Plan International Indonesia has operated since 1969, and in 2017 Yayasan Plan International Indonesia (YPII/Plan Indonesia) was established as a national entity of Plan International…",2025-03-26 17:00:00+00:00,,[],[],['Jakarta'],[-6.1753942],[106.827183],Plan International,plan-international,https://untalent.org/jobs/digital-engagement-manager/apply,https://untalent.org/jobs/digital-engagement-manager/details,False,False,[],False,False
https://untalent.org/jobs/climate-action-consultant,climate-action-consultant,Climate Action Consultant,"Project Context and Scope

 
 

Thanks to the contribution of the Italian Ministry of Foreign Affairs and International Cooperation, IOM’s Coordination Office for the Mediterranean (IOM COMED) design…",2025-03-21 22:59:00+00:00,,[],['Consultant'],[],[],[],UN Migration,,https://untalent.org/jobs/climate-action-consultant/apply,https://untalent.org/jobs/climate-action-consultant/details,False,False,[],False,False
https://untalent.org/jobs/final-evaluator-consultant,final-evaluator-consultant,Final Evaluator Consultant,"Project Context and Scope 
 

The International Organization for Migration (IOM) has conducted numerous awareness campaigns to address the risks of irregular migration and to promote legal pathways a…",2025-03-19 22:59:00+00:00,,[],['Consultant'],[],[],[],UN Migration,,https://untalent.org/jobs/final-evaluator-consultant/apply,https://untalent.org/jobs/final-evaluator-consultant/details,False,False,[],False,False
https://untalent.org/jobs/expedited-svn-radiologic-technologist-1,expedited-svn-radiologic-technologist-1,Expedited SVN-Radiologic Technologist,"Applications are welcome from internal candidates only. 

 
 

 Organizational Context and Scope

Under the direct supervision of the Migration Health physician, and with the technical guidance from …",,,[],"['Senior', 'Mid']",[],[],[],UN Migration,,https://untalent.org/jobs/expedited-svn-radiologic-technologist-1/apply,https://untalent.org/jobs/expedited-svn-radiologic-technologist-1/details,False,False,[],False,False
https://untalent.org/jobs/migration-research-consultant,migration-research-consultant,Migration Research Consultant,*IOM is the main intergovernmental organization in the field of migration and works in close collaboration with governmental and non-governmental partners. IOM is dedicated to promoting humane and or…,2025-03-14 23:50:00+00:00,,[],['Consultant'],[],[],[],UN Migration,,https://untalent.org/jobs/migration-research-consultant/apply,https://untalent.org/jobs/migration-research-consultant/details,False,False,[],False,False
https://untalent.org/jobs/senior-programme-associate-migration-management,senior-programme-associate-migration-management,Senior Programme Associate (Migration Management),"Applications are welcome from internal and external candidates. For all IOM vacancies, applications from qualified and eligible first-tier candidates are considered before those of qualified and elig…",2025-03-17 19:00:00+00:00,,[],['Senior'],[],[],[],UN Migration,,https://untalent.org/jobs/senior-programme-associate-migration-management/apply,https://untalent.org/jobs/senior-programme-associate-migration-management/details,False,False,[],False,False
https://untalent.org/jobs/associe-des-operations-diffa-niger-g6,associe-des-operations-diffa-niger-g6,"Associé des Opérations, Diffa, Niger, G6","**The Position:**

L’Assistant aux opérations fournit des services d'appui aux Programmes et aux Opérations du sous- bureau de la Région de Diffa, en contribuant à l’élaboration et la mise en œuvre d…",2025-03-19 06:00:00+00:00,,[],['Senior'],[],[],[],United Nations Population Fund,,https://untalent.org/jobs/associe-des-operations-diffa-niger-g6/apply,https://untalent.org/jobs/associe-des-operations-diffa-niger-g6/details,False,False,[],False,True
https://untalent.org/jobs/associe-des-operations-tillabery-niger-g6,associe-des-operations-tillabery-niger-g6,"Associé des Opérations, Tillabery, Niger, G6","**The Position:**

L’Assistant aux opérations fournit des services d'appui aux Programmes et aux Opérations du sous- bureau de la Région de Tillabéry, en contribuant à l’élaboration et la mise en œuv…",2025-03-19 05:59:00+00:00,,[],['Senior'],[],[],[],United Nations Population Fund,,https://untalent.org/jobs/associe-des-operations-tillabery-niger-g6/apply,https://untalent.org/jobs/associe-des-operations-tillabery-niger-g6/details,False,False,[],False,True
https://untalent.org/jobs/associe-e-des-ressources-humaines-niamey-niger-g6,associe-e-des-ressources-humaines-niamey-niger-g6,"Associé(e) des Ressources Humaines, Niamey, Niger, G6","**Le Poste**

L’Associé (e) administratif (ve) chargé (e) des ressources humaines assure la gestion opérationnelle des ressources humaines dans le respect des politiques, règles et procédures établie…",2025-03-19 05:57:00+00:00,,[],['Senior'],['Niamey'],[13.524834],[2.109823],United Nations Population Fund,,https://untalent.org/jobs/associe-e-des-ressources-humaines-niamey-niger-g6/apply,https://untalent.org/jobs/associe-e-des-ressources-humaines-niamey-niger-g6/details,False,False,[],False,True
https://untalent.org/jobs/associe-e-en-communication-niamey-niger-g6,associe-e-en-communication-niamey-niger-g6,"Associé(e) en Communication, Niamey, Niger, G6","**Le poste :**

L'Associé en communication contribue de manière substantielle à la visibilité des interventions de UNFPA en déployant les meilleures options technologiques en matière d’images et d’ut…",2025-03-19 05:54:00+00:00,,[],['Senior'],['Niamey'],[13.524834],[2.109823],United Nations Population Fund,,https://untalent.org/jobs/associe-e-en-communication-niamey-niger-g6/apply,https://untalent.org/jobs/associe-e-en-communication-niamey-niger-g6/details,False,False,[],False,True
https://untalent.org/jobs/national-post-programme-analyst-gender-erbil-iraq-nob,national-post-programme-analyst-gender-erbil-iraq-nob,"National Post: Programme Analyst, Gender, Erbil, Iraq-NOB","**The Position:**

The Programme Analyst analyses and assesses relevant political, social and economic trends, guiding and facilitating the delivery of UNFPA’s programmes in the field of Gender/GBV. …",2025-03-18 16:59:00+00:00,,[],"['Mid', 'Entry']",['Erbil'],[36.1911624],[44.0094652],United Nations Population Fund,,https://untalent.org/jobs/national-post-programme-analyst-gender-erbil-iraq-nob/apply,https://untalent.org/jobs/national-post-programme-analyst-gender-erbil-iraq-nob/details,False,True,[],False,True
https://untalent.org/jobs/programme-specialist-cholera-response-coordinator-p3-maputo-mozambique-131483-6-months,programme-specialist-cholera-response-coordinator-p3-maputo-mozambique-131483-6-months,"Programme Specialist (Cholera Response Coordinator), P3, Maputo, Mozambique #131483 ( - 6 months)","UNICEF works in over 190 countries and territories to save children’s lives, defend their rights, and help them fulfill their potential, from early childhood through adolescence.

At UNICEF, we are c…",2025-03-16 21:55:00+00:00,,"['Medical & Health', 'Programme & Policy']","['Mid', 'Senior']",['Maputo'],[-25.966213],[32.56745],United Nations Children's Fund,unicef,https://untalent.org/jobs/programme-specialist-cholera-response-coordinator-p3-maputo-mozambique-131483-6-months/apply,https://untalent.org/jobs/programme-specialist-cholera-response-coordinator-p3-maputo-mozambique-131483-6-months/details,False,False,[],False,True
https://untalent.org/jobs/consultancy-wasting-cascade-guideline-writer-consultant-req,consultancy-wasting-cascade-guideline-writer-consultant-req,Consultancy: Wasting Cascade Guideline Writer Consultant - Req,"UNICEF works in some of the world’s toughest places, to reach the world’s most disadvantaged children. To save their lives. To defend their rights. To help them fulfill their potential.

Across 190 c…",2025-03-15 03:55:00+00:00,,"['Monitoring & Evaluation', 'Programme & Policy']",['Consultant'],['New York'],[40.7127281],[-74.0060152],United Nations Children's Fund,unicef,https://untalent.org/jobs/consultancy-wasting-cascade-guideline-writer-consultant-req/apply,https://untalent.org/jobs/consultancy-wasting-cascade-guideline-writer-consultant-req/details,False,False,[],False,True
https://untalent.org/jobs/international-consultant-for-inclusive-education-project-beijing-china-60-working-days-remote,international-consultant-for-inclusive-education-project-beijing-china-60-working-days-remote,"International Consultant for Inclusive Education Project, Beijing, China, 60 working days (remote)","UNICEF works in some of the world’s toughest places, to reach the world’s most disadvantaged children. To save their lives. To defend their rights. To help them fulfill their potential.

Across 190 c…",2025-03-16 15:55:00+00:00,True,"['Programme & Policy', 'Teaching & Training']",['Consultant'],['Beijing'],[39.906217],[116.3912757],United Nations Children's Fund,unicef,https://untalent.org/jobs/international-consultant-for-inclusive-education-project-beijing-china-60-working-days-remote/apply,https://untalent.org/jobs/international-consultant-for-inclusive-education-project-beijing-china-60-working-days-remote/details,False,False,[],False,True
https://untalent.org/jobs/messenger-gs-2-post-18226-unicef-vientiane-lao-pdr-open-to-laotian-national-only,messenger-gs-2-post-18226-unicef-vientiane-lao-pdr-open-to-laotian-national-only,"Messenger, GS-2 Post #18226 UNICEF Vientiane, Lao PDR (Open to Laotian National Only)","UNICEF works in some of the world’s toughest places, to reach the world’s most disadvantaged children. To save their lives. To defend their rights. To help them fulfill their potential.

Across 190 c…",2025-03-18 16:55:00+00:00,,['Admin'],"['Mid', 'Entry']",['Vientiane'],[17.9640988],[102.6133707],United Nations Children's Fund,unicef,https://untalent.org/jobs/messenger-gs-2-post-18226-unicef-vientiane-lao-pdr-open-to-laotian-national-only/apply,https://untalent.org/jobs/messenger-gs-2-post-18226-unicef-vientiane-lao-pdr-open-to-laotian-national-only/details,False,True,[],False,True
https://untalent.org/jobs/immunization-officer-ebola-and-mpox-vaccination-nob-kampala-131989-temp-appointment-3-months,immunization-officer-ebola-and-mpox-vaccination-nob-kampala-131989-temp-appointment-3-months,"Immunization Officer (Ebola and mpox vaccination), NOB, Kampala #131989 (Temp Appointment-3 months)","UNICEF works in over 190 countries and territories to save children’s lives, defend their rights, and help them fulfill their potential, from early childhood through adolescence.

At UNICEF, we are c…",2025-03-11 20:55:00+00:00,,"['Programme & Policy', 'Medical & Health']",['Entry'],['Kampala'],[0.3177137],[32.5813539],United Nations Children's Fund,unicef,https://untalent.org/jobs/immunization-officer-ebola-and-mpox-vaccination-nob-kampala-131989-temp-appointment-3-months/apply,https://untalent.org/jobs/immunization-officer-ebola-and-mpox-vaccination-nob-kampala-131989-temp-appointment-3-months/details,False,False,[],False,True
https://untalent.org/jobs/child-protection-officer-no-1-kharkiv-ukraine,child-protection-officer-no-1-kharkiv-ukraine,"Child Protection Officer, NO-1, Kharkiv, Ukraine","UNICEF works in over 190 countries and territories to save children’s lives, defend their rights, and help them fulfill their potential, from early childhood through adolescence.

At UNICEF, we are c…",2025-03-12 21:55:00+00:00,,['Programme & Policy'],['Entry'],['Kharkiv'],[49.9902794],[36.2303893],United Nations Children's Fund,unicef,https://untalent.org/jobs/child-protection-officer-no-1-kharkiv-ukraine/apply,https://untalent.org/jobs/child-protection-officer-no-1-kharkiv-ukraine/details,False,False,[],False,True
https://untalent.org/jobs/consultant-insights-strategy-consultant-6-months-home-based-remotely-audience-and-market-insights-pfp-geneva,consultant-insights-strategy-consultant-6-months-home-based-remotely-audience-and-market-insights-pfp-geneva,"Consultant – Insights Strategy Consultant, (6 months, home-based, remotely) Audience and Market Insights, PFP, Geneva","UNICEF works in some of the world’s toughest places, to reach the world’s most disadvantaged children. To save their lives. To defend their rights. To help them fulfill their potential.

Across 190 c…",2025-03-18 22:55:00+00:00,True,['Communications & PR'],['Consultant'],['Geneva'],[46.2017559],[6.1466014],United Nations Children's Fund,unicef,https://untalent.org/jobs/consultant-insights-strategy-consultant-6-months-home-based-remotely-audience-and-market-insights-pfp-geneva/apply,https://untalent.org/jobs/consultant-insights-strategy-consultant-6-months-home-based-remotely-audience-and-market-insights-pfp-geneva/details,False,False,['Strategic Foresight'],True,True
https://untalent.org/jobs/consultant-international-charge-de-la-coordination-des-activites-de-riposte-contre-la-poliomyelite-au-burkina-faso-122-jours,consultant-international-charge-de-la-coordination-des-activites-de-riposte-contre-la-poliomyelite-au-burkina-faso-122-jours,"Consultant international chargé de la coordination des activités de riposte contre la Poliomyélite au Burkina Faso, 122 jours",L’UNICEF travaille dans certains des endroits les plus difficiles du monde pour atteindre les enfants les plus défavorisés du monde. Pour sauver leurs vies. Pour défendre leurs droits. Pour les aider…,2025-03-12 23:55:00+00:00,,"['Programme & Policy', 'Medical & Health']",['Consultant'],['Ouagadougou'],[12.3681873],[-1.5270944],United Nations Children's Fund,unicef,https://untalent.org/jobs/consultant-international-charge-de-la-coordination-des-activites-de-riposte-contre-la-poliomyelite-au-burkina-faso-122-jours/apply,https://untalent.org/jobs/consultant-international-charge-de-la-coordination-des-activites-de-riposte-contre-la-poliomyelite-au-burkina-faso-122-jours/details,False,False,[],False,True
https://untalent.org/jobs/recrutement-7-chauffeurs-gs2-pour-les-bureaux-de-ndjamena-mongo-moundou-et-bol-contrat-fixed-term,recrutement-7-chauffeurs-gs2-pour-les-bureaux-de-ndjamena-mongo-moundou-et-bol-contrat-fixed-term,"Recrutement 7 chauffeurs GS2 pour les bureaux de N'Djamena, Mongo, Moundou et Bol - Contrat Fixed Term","L’UNICEF travaille dans certains des endroits les plus difficiles du monde, pour atteindre les enfants les plus défavorisés du monde. Pour leur sauver la vie. Pour défendre leurs droits. Pour les aid…",2025-03-18 22:55:00+00:00,,['Admin'],"['Mid', 'Entry']",['Mongo'],[9.9459325],[-11.4932924],United Nations Children's Fund,unicef,https://untalent.org/jobs/recrutement-7-chauffeurs-gs2-pour-les-bureaux-de-ndjamena-mongo-moundou-et-bol-contrat-fixed-term/apply,https://untalent.org/jobs/recrutement-7-chauffeurs-gs2-pour-les-bureaux-de-ndjamena-mongo-moundou-et-bol-contrat-fixed-term/details,False,False,[],False,True
https://untalent.org/jobs/international-consultant-for-childrens-environmental-health-ceh-assessment-in-cameroon-wcar-home-based-and-workdays-in-country,international-consultant-for-childrens-environmental-health-ceh-assessment-in-cameroon-wcar-home-based-and-workdays-in-country,"International Consultant for Children’s Environmental Health (CEH) Assessment in Cameroon (WCAR), Home-based and workdays in country","UNICEF works in some of the world’s toughest places, to reach the world’s most disadvantaged children. To save their lives. To defend their rights. To help them fulfill their potential.

Across 190 c…",2025-03-18 22:55:00+00:00,True,"['Medical & Health', 'Programme & Policy']",['Consultant'],['Yaoundé'],[3.8689867],[11.5213344],United Nations Children's Fund,unicef,https://untalent.org/jobs/international-consultant-for-childrens-environmental-health-ceh-assessment-in-cameroon-wcar-home-based-and-workdays-in-country/apply,https://untalent.org/jobs/international-consultant-for-childrens-environmental-health-ceh-assessment-in-cameroon-wcar-home-based-and-workdays-in-country/details,False,False,[],False,True
https://untalent.org/jobs/heritage-specialist-homebased-retainer,heritage-specialist-homebased-retainer,Heritage Specialist (Homebased Retainer),"Background Information - Job-specific
-------------------------------------

 
**Background Information: Technical Services Unit (TSU)**

The Technical Services Unit (TSU) engages in multidisciplinar…",2025-03-20 23:59:00+00:00,True,['Leadership'],"['Senior', 'Mid']",[],[],[],United Nations Office for Project Services,unops,https://untalent.org/jobs/heritage-specialist-homebased-retainer/apply,https://untalent.org/jobs/heritage-specialist-homebased-retainer/details,False,False,[],False,True
https://untalent.org/jobs/pharmacist-26,pharmacist-26,Pharmacist,"The UNV assignment will be part of the WHO Country Office for Myanmar, Health Cluster and Humanitarian Structure. The mission of the Health Cluster is to collectively prepare for and responds to huma…",2025-03-19 00:00:00+00:00,False,['Medical & Health'],['Volunteering'],['Yangon'],[16.7967129],[96.1609916],World Health Organization,,https://untalent.org/jobs/pharmacist-26/apply,https://untalent.org/jobs/pharmacist-26/details,False,False,[],False,True
https://untalent.org/jobs/futures-and-inclusion-engagement-officer-1,futures-and-inclusion-engagement-officer-1,Futures and Inclusion Engagement Officer,This assignment is part of UNV’s disability inclusion strategy. UNV seeks to 1) provide opportunities for persons with disabilities to serve as UN Volunteers 2) enable UN partners to expand diversity…,2025-03-19 00:00:00+00:00,False,['Communications & PR'],['Volunteering'],['Suva'],[-18.1415884],[178.4421662],United Nations Development Programme,,https://untalent.org/jobs/futures-and-inclusion-engagement-officer-1/apply,https://untalent.org/jobs/futures-and-inclusion-engagement-officer-1/details,False,False,[],False,True
https://untalent.org/jobs/movement-control-assistant-119,movement-control-assistant-119,Movement Control Assistant,"UNMISS was established in 2011 under the auspices of the UN Department of Peacekeeping Operations (DPKO); subsequently, UNMISS mandate has been renewed through resolutions 2057 (2012), 2109 (2013), 2…",2025-03-19 00:00:00+00:00,False,"['Logistics & Procurement', 'Admin']",['Volunteering'],['Juba'],[4.8472017],[31.5951655],United Nations Mission in the Republic of South Sudan,unmiss,https://untalent.org/jobs/movement-control-assistant-119/apply,https://untalent.org/jobs/movement-control-assistant-119/details,False,False,[],False,False
https://untalent.org/jobs/electoral-advisors-logistics-and-operations,electoral-advisors-logistics-and-operations,Electoral Advisors (Logistics and Operations),"CONTEXTE DE L'AFFECTATION

Préoccupée par la crise sécuritaire, humanitaire, politique et des droits de l'homme, la République centrafricaine et ses incidences régionales, le Conseil de sécurité auto…",2025-03-19 00:00:00+00:00,False,['Logistics & Procurement'],['Volunteering'],['Bangui'],[4.3907153],[18.5509126],Mission intégrée pour la stabilisation en République centrafricaine,,https://untalent.org/jobs/electoral-advisors-logistics-and-operations/apply,https://untalent.org/jobs/electoral-advisors-logistics-and-operations/details,False,False,[],False,False
https://untalent.org/jobs/public-information-officer-324,public-information-officer-324,Public Information Officer,"The position is located in the Communications & Public Information Section, CPIS, within the United Nations Mission in the Republic of South Sudan (UNMISS) in Juba. Juba is classified in the ""E"" cate…",2025-03-19 00:00:00+00:00,False,"['Communications & PR', 'Admin']",['Volunteering'],['Juba'],[4.8472017],[31.5951655],United Nations Mission in the Republic of South Sudan,unmiss,https://untalent.org/jobs/public-information-officer-324/apply,https://untalent.org/jobs/public-information-officer-324/details,False,False,[],False,False
https://untalent.org/jobs/learning-to-earning-officer,learning-to-earning-officer,Learning-to-Earning Officer,"Cabo Delgado in Northern Mozambique faces significant challenges stemming from ongoing conflict, climate-related disasters, and socio-economic vulnerabilities. These crises have displaced thousands o…",2025-03-19 00:00:00+00:00,False,['Teaching & Training'],['Volunteering'],['Pemba'],[-5.1690625],[39.7994251],United Nations Children's Fund,unicef,https://untalent.org/jobs/learning-to-earning-officer/apply,https://untalent.org/jobs/learning-to-earning-officer/details,False,False,[],False,True
https://untalent.org/jobs/visibility-and-communications-officer,visibility-and-communications-officer,Visibility and Communications Officer,"UNDP works to eradicate poverty, reduce inequalities, and protect the planet through the sustainable development of nations, in more than 170 countries and territories. We help countries develop stro…",2025-03-19 00:00:00+00:00,False,"['Communications & PR', 'Admin']",['Volunteering'],['Harare'],[-17.831773],[31.045686],United Nations Development Programme,,https://untalent.org/jobs/visibility-and-communications-officer/apply,https://untalent.org/jobs/visibility-and-communications-officer/details,False,False,[],False,True
https://untalent.org/jobs/teach-english-to-unfpa-madagascar-and-comoros-personnel-1,teach-english-to-unfpa-madagascar-and-comoros-personnel-1,Teach English to UNFPA Madagascar and Comoros personnel,"The expected results will be an improved English level from all UNFPA Madagascar and Comoros personnel who will have taken part in the English training programme.

Our personnel mostly speak French, …",2025-03-19 00:00:00+00:00,True,[],['Volunteering'],[],[],[],UNFPA Madagascar,,https://untalent.org/jobs/teach-english-to-unfpa-madagascar-and-comoros-personnel-1/apply,https://untalent.org/jobs/teach-english-to-unfpa-madagascar-and-comoros-personnel-1/details,False,False,[],False,False
https://untalent.org/jobs/futures-and-inclusion-engagement-officer,futures-and-inclusion-engagement-officer,Futures and Inclusion Engagement Officer,This assignment is part of UNV’s disability inclusion strategy. UNV seeks to 1) provide opportunities for persons with disabilities to serve as UN Volunteers 2) enable UN partners to expand diversity…,2025-03-19 00:00:00+00:00,False,['Communications & PR'],['Volunteering'],['Suva'],[-18.1415884],[178.4421662],United Nations Development Programme,,https://untalent.org/jobs/futures-and-inclusion-engagement-officer/apply,https://untalent.org/jobs/futures-and-inclusion-engagement-officer/details,False,False,[],False,True
